company_name,company_id,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,floor_rate,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,rate_cap,shares,data_quality_flags,ticker,filing_date,ticker,filing_date
Uniphore Technologies Inc.,co_3453374d0f9b,Warrants,Software & Technology,,,N/A,,,2021-12-22,,,,100,,34,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Cart.com, Inc.",co_82df160c51c3,Warrants,Business Services,,,N/A,,,2021-12-30,,,,737,,477,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Cart.com, Inc.",co_82df160c51c3,Warrants,Business Services,,,N/A,,,2022-03-31,,,,60,,25,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"LeoLabs, Inc.",co_11e4433d682c,Warrants,Business Services,,,N/A,,,2022-01-20,,,,227,,197,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Muon Space, Inc.",co_ab93ae7e0149,Warrants,Business Services,,,N/A,,,2024-12-30,,,,56,,56,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Substack Inc.,co_461b0a64a257,Warrants,Business Services,,,N/A,,,2022-07-13,,,,6,,6,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Ao1 Holdings, Inc.",co_ca6ac4682281,Warrants,Software & Technology,,,N/A,,,2024-12-13,,,,55,,55,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Forum Brands Holdings, Inc.",co_0ba7ea1ef374,Warrants,Software & Technology,,,N/A,,,2021-07-06,,,,157,,626,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Metropolis Technologies, Inc.",co_68219570cf34,Warrants,Software & Technology,,,N/A,,,2022-03-30,,,,"1,039",,87,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Optoro, Inc.",co_014711297a51,Warrants,Business to Business Marketplace,,,N/A,,,2015-07-13,,,,67,,40,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"RetailNext, Inc.",co_6d016d534cac,Warrants,Business to Business Marketplace,,,N/A,,,2017-11-16,,,,111,,80,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Transfix, Inc.",co_99651156af26,Warrants,Business Services,,,N/A,,,2019-05-31,,,,188,,188,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Grey Orange International Inc.,co_357900daea43,Warrants,Software & Technology,,,N/A,,,2021-03-16,,,,121,,183,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Activehours, Inc.",co_a7fcaf32f832,Warrants,Financial Services,,,N/A,,,2020-10-08,,,,"1,224",,370,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Athletic Greens International, Inc.",co_f9aa07c29e47,Warrants,Consumer & Retail,,,N/A,,,2022-06-03,,,,84,,85,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Don't Run Out, Inc.",co_1f57be8cebaf,Warrants,Consumer & Retail,,,N/A,,,2021-12-30,,,,13,,30,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"AvantStay, Inc.",co_e190fccfa5b5,Warrants,Consumer & Retail,,,N/A,,,2022-12-12,,,,188,,151,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Baby Generation, Inc.",co_5ca3198761da,Warrants,Consumer & Retail,,,N/A,,,2022-01-26,,,,25,,25,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
everdrop GmbH,co_2b79d024dccc,Warrants,Consumer & Retail,,,N/A,,,2022-03-16,,,,23,,25,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
FitOn Inc.,co_c0cbd413e718,Warrants,Consumer & Retail,,,N/A,,,2024-02-29,,,,162,,162,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Flink SE,co_77793d2b5399,Warrants,Consumer & Retail,,,N/A,,,2022-04-13,,,,,,339,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Foodology Inc.,co_0d8b8d229cae,Warrants,Consumer & Retail,,,N/A,,,2022-03-25,,,,86,,116,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Frubana Inc.,co_d3f744e21a8b,Warrants,Consumer & Retail,,,N/A,,,2022-09-30,,,,13,,334,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Hydrow, Inc.",co_c23aebf7778d,Warrants,Consumer & Retail,,,N/A,,,2021-02-09,,,,,,143,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Hydrow, Inc.",co_c23aebf7778d,Warrants,Consumer & Retail,,,N/A,,,2021-08-06,,,,,,89,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Hydrow, Inc.",co_c23aebf7778d,Warrants,Consumer & Retail,,,N/A,,,2024-12-30,,,,26,,26,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
JOKR S.à r.l.,co_ae59ccab1375,Warrants,Consumer & Retail,,,N/A,,,2023-07-24,,,,104,,339,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Lower Holding Company,co_ef48394c530b,Warrants,Consumer & Retail,,,N/A,,,2022-12-28,,,,277,,189,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Nakdcom One World AB,co_55310af50cf7,Warrants,Consumer & Retail,,,N/A,,,2022-06-02,,,,,,"1,258",,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Pair Eyewear, Inc.",co_48c6c4b4143c,Warrants,Consumer & Retail,,,N/A,,,2022-07-12,,,,7,,5,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Project 1920, Inc.",co_c39b68ee174a,Warrants,Consumer & Retail,,,N/A,,,2022-03-25,,,,,,23,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Quip NYC, Inc.",co_c670c191758a,Warrants,Consumer & Retail,,,N/A,,,2018-11-26,,,,"1,171",,455,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Tempo Interactive Inc.,co_519b1ddfac08,Warrants,Consumer & Retail,,,N/A,,,2021-03-31,,,,14,,93,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"The Black Tux, Inc.",co_857c54cb68fb,Warrants,Consumer & Retail,,,N/A,,,2021-11-05,,,,467,,139,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"LovePop, Inc.",co_c651920bde55,Warrants,Consumer & Retail,,,N/A,,,2018-10-23,,,,128,,168,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Savage X, Inc.",co_96b4e4904a7b,Warrants,Consumer & Retail,,,N/A,,,2020-04-07,,,,282,,471,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Sisense, Inc.",co_dfabeb0f09b4,Warrants,Software & Technology,,,N/A,,,2021-12-28,,,,465,,190,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Panorama Education, Inc.",co_f8033b666b83,Warrants,Education,,,N/A,,,2024-07-30,,,,28,,28,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"FabFitFun, Inc.",co_e53bd50f8128,Warrants,Consumer & Retail,,,N/A,,,2017-11-20,,,,314,,940,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"FabFitFun, Inc.",co_e53bd50f8128,Warrants,Consumer & Retail,,,N/A,,,2023-09-29,,,,310,,375,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
"Minted, Inc.",co_331e72aacfab,Warrants,Consumer & Retail,,,N/A,,,2020-09-30,,,,235,,516,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Outfittery GMBH,co_2863af1de208,Warrants,Consumer & Retail,,,N/A,,,2017-08-10,,,,"1,020",,"1,850",,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Rent the Runway Inc.,co_914eb7faf8f5,Common Equity,,,,N/A,,,2015-11-25,,,,—,,1294,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Stance Inc.,co_6e5095310f43,Preferred Equity,,,,N/A,,,2017-03-31,,,,70,,41,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Trendly Inc.,co_d8b53baabb37,Preferred Equity,Consumer & Retail,,,N/A,,,2021-05-27,,,,598,,381,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Trendly Inc.,co_d8b53baabb37,Preferred Equity,Consumer & Retail,,,N/A,,,2022-06-07,,,,39,,44,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Untuckit LLC,co_51f11502c8b7,Other,Consumer & Retail,,,N/A,,,2018-05-11,,,,57,,39,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Grove Collaborative Inc.,co_083e9e151dad,Common Equity,Consumer & Retail,,,N/A,,,2018-04-02,,,,—,,219,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Grove Collaborative Inc.,co_083e9e151dad,Common Equity,Consumer & Retail,,,N/A,,,2019-05-22,,,,—,,228,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Merama Inc.,co_8cc1bf5d4c31,Preferred Equity,Consumer & Retail,,,N/A,,,2021-04-28,,,,1100,,406,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Mind Candy Inc.,co_6dc479a87b5a,Preferred Equity,Media & Entertainment,,,N/A,,,2017-03-24,,,,—,,922,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
BlueVine Capital Inc.,co_45461dc3df3b,Preferred Equity,Financial Services,,,N/A,,,2017-09-15,,,,1416,,361,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Prodigy Investments Ltd.,co_c075d7269f41,Other,Financial Services,,,N/A,,,2017-12-05,,,,332,,869,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Revolut Ltd.,co_dd6dc3d0ad7d,Other,Financial Services,,,N/A,,,2018-04-16,,,,5663,,40,,,,,cost_suspicious_vs_size|dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Revolut Ltd.,co_dd6dc3d0ad7d,Other,Financial Services,,,N/A,,,2019-10-29,,,,6841,,324,,,,,cost_suspicious_vs_size|dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
WorldRemit Group Ltd.,co_443b38154040,Preferred Equity,Consumer & Retail,,,N/A,,,2015-12-23,,,,1427,,382,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
WorldRemit Group Ltd.,co_443b38154040,Preferred Equity,Consumer & Retail,,,N/A,,,2015-12-23,,,,462,,136,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Ocrolus Inc.,co_141c2f14db8a,Common Equity,Financial Services,,,N/A,,,2024-08-14,,,,96,,96,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Synapse Financial Technologies Inc.,co_841635326968,Other,Financial Services,,,N/A,,,2022-07-29,,,,—,,23,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Capsule Corp.,co_b80c51fd4fb2,Preferred Equity,Food & Beverage,,,N/A,,,2020-01-17,,,,34,,437,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Capsule Corp.,co_b80c51fd4fb2,Other,Food & Beverage,,,N/A,,,2018-12-28,,,,123,,129,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Overtime Sports Inc.,co_32d618ec626d,Preferred Equity,Media & Entertainment,,,N/A,,,2022-05-04,,,,70,,70,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Thrillist Media Group Inc.,co_4e6f79b8dabb,Common Equity,Media & Entertainment,,,N/A,,,2014-09-24,,,,1092,,624,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Found Health Inc.,co_19b025001695,Preferred Equity,Healthcare,,,N/A,,,2022-03-25,,,,16,,22,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Vial Health Technology Inc.,co_ca992cfb7fdd,Preferred Equity,Software & Technology,,,N/A,,,2022-12-14,,,,33,,33,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Curology Inc.,co_7c7eb0cf1888,Preferred Equity,Healthcare,,,N/A,,,2019-05-23,,,,21,,58,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Kalderos Inc.,co_381e8dec7175,Preferred Equity,Healthcare,,,N/A,,,2022-12-27,,,,53,,167,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
K Health Inc.,co_d31095807771,Common Equity,Healthcare,,,N/A,,,2023-07-14,,,,263,,187,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Thirty Madison Inc.,co_71279fe4b294,Preferred Equity,Healthcare,,,N/A,,,2022-12-30,,,,457,,445,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Infinite Athlete Inc.,co_d13f0ad06a41,Warrants,Business Services,,,N/A,,,2023-05-01,,,,5,,9,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
AirStrip Technologies Inc.,co_c29ac95cf616,Warrants,Healthcare,,,N/A,,,2013-10-09,,,,,,112,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Hover Inc.,co_f9ebf14bcc74,Warrants,Media & Entertainment,,,N/A,,,2022-09-30,,,,338,,309,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Open Space Labs Inc.,co_19cf16e901d1,Warrants,Media & Entertainment,,,N/A,,,2022-11-15,,,,4,,7,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Cohesity Inc.,co_03a771eeb683,Warrants,Software & Technology,,,N/A,,,2020-01-10,,,,106,,54,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Signifyd Inc.,co_cd4ab633eb4d,Warrants,Software & Technology,,,N/A,,,2019-12-19,,,,441,,132,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Corelight Inc.,co_e78b608ee62d,Warrants,Software & Technology,,,N/A,,,2022-09-29,,,,258,,235,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Jerry Services Inc.,co_40ca09d00427,Warrants,Financial Services,,,N/A,,,2022-06-13,,,,120,,169,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Monzo Bank Ltd.,co_d0fd8589c32d,Warrants,Financial Services,,,N/A,,,2021-03-08,,,,426,,161,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
N26 GmbH,co_a55218fe48a2,Warrants,Financial Services,,,N/A,,,2021-09-14,,,,221,,324,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Upgrade Inc.,co_292220680c24,Warrants,Financial Services,,,N/A,,,2019-01-18,,,,595,,223,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Belong Home Inc.,co_05444cd708b4,Warrants,Real Estate,,,N/A,,,2022-02-15,,,,15,,6,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
HomeLight Inc.,co_c4d3872bdc11,Warrants,Real Estate,,,N/A,,,2018-12-21,,,,186,,44,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
HomeLight Inc.,co_c4d3872bdc11,Warrants,Real Estate,,,N/A,,,2020-11-05,,,,139,,76,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Homeward Inc.,co_df68b3e9bdbc,Warrants,Real Estate,,,N/A,,,2021-12-10,,,,6,,211,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
McN Investments Ltd.,co_04eefd3acd83,Warrants,Real Estate,,,N/A,,,2022-05-27,,,,116,,295,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Roofstock Inc.,co_b83f4f8d8b97,Warrants,Real Estate,,,N/A,,,2022-05-25,,,,194,,19,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Sonder Holdings Inc.,co_aa26e82f8a4a,Warrants,Real Estate,,,N/A,,,2018-12-28,,,,,,232,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Sonder Holdings Inc.,co_aa26e82f8a4a,Warrants,Real Estate,,,N/A,,,2020-03-04,,,,,,42,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
True Footage Inc.,co_70aa48328c90,Warrants,Real Estate,,,N/A,,,2021-11-24,,,,98,,147,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Moda Operandi Inc.,co_ea3c938fd2d1,Warrants,Shopping Facilitators,,,N/A,,,2021-12-30,,,,4,,169,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
OfferUp Inc.,co_2076b23f755f,Warrants,Shopping Facilitators,,,N/A,,,2019-12-23,,,,138,,42,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
ClassPass Inc.,co_1c5648642c6c,Warrants,Software & Technology,,,N/A,,,2019-03-18,,,,151,,281,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
OmioCorp.,co_23d547e6f6a7,Warrants,Healthcare,,,N/A,,,2019-09-18,,,,404,,361,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
OmioCorp.,co_23d547e6f6a7,Warrants,Healthcare,,,N/A,,,2022-08-26,,,,693,,611,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
OmioCorp.,co_23d547e6f6a7,Warrants,Healthcare,,,N/A,,,2024-04-05,,,,1061,,385,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Arcadia Power Inc.,co_2e8177b2308f,Preferred Equity,Software & Technology,,,N/A,,,2021-09-21,,,,105,,167,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Cresta Intelligence Inc.,co_4ac574ec9703,Preferred Equity,Software & Technology,,,N/A,,,2024-09-30,,,,500,,500,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
DialPad Inc.,co_b8df4cf770bf,Preferred Equity,Software & Technology,,,N/A,,,2020-09-22,,,,107,,120,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Envoy Inc.,co_41f6fed6d4d6,Preferred Equity,Software & Technology,,,N/A,,,2021-12-30,,,,539,,667,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
FlashParking Inc.,co_2b93956706b7,Preferred Equity,Software & Technology,,,N/A,,,2022-07-19,,,,451,,455,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Filevine Inc.,co_7ef8251d9547,Preferred Equity,Software & Technology,,,N/A,,,2022-02-04,,,,486,,357,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Farmer's Business Network Inc.,co_7a7e801511a5,Preferred Equity,Software & Technology,,,N/A,,,2020-07-31,,,,13,,28,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Farmer's Business Network Inc.,co_7a7e801511a5,Preferred Equity,Software & Technology,,,N/A,,,2023-09-28,,,,12,,138,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Farmer's Business Network Inc.,co_7a7e801511a5,Preferred Equity,Software & Technology,,,N/A,,,,,,,25,,166,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Passport Labs Inc.,co_19e3f5ef24c1,Preferred Equity,Software & Technology,,,N/A,,,2019-06-11,,,,103,,100,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Uniphore Technologies Inc.,co_3453374d0f9b,Preferred Equity,Software & Technology,,,N/A,,,2022-01-28,,,,287,,350,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Quick Commerce Ltd.,co_dce1a856beec,Preferred Equity,Business Services,,,N/A,,,2024-04-05,,,,7719,,8028,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Quick Commerce Ltd.,co_dce1a856beec,Common Equity,Business Services,,,N/A,,,2024-04-05,,,,1053,,311,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Ao1 Holdings,co_ca6ac4682281,Preferred Equity,Software & Technology,,,N/A,,,2024-12-13,,,,150,,150,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Forum Brands Holdings Inc.,co_0ba7ea1ef374,Preferred Equity,Software & Technology,,,N/A,,,2021-07-16,,,,42,,150,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
MXP Prime GmbH,co_c9f70d8b22a4,Common Equity,Business Services,,,N/A,,,2022-02-03,,,,12,,1140,,,,,dspy_extracted|fair_value_suspicious_vs_size,TPVG,2025-03-05,TPVG,2025-03-05
MXP Prime GmbH,co_c9f70d8b22a4,Preferred Equity,Business Services,,,N/A,,,2023-06-29,,,,126,,,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
MXP Prime GmbH,co_c9f70d8b22a4,Preferred Equity,Business Services,,,N/A,,,2023-06-29,,,,48,,50,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Activehours Inc.,co_a7fcaf32f832,Preferred Equity,Financial Services,,,N/A,,,2020-11-10,,,,287,,150,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Misfits Market Inc.,co_ff79129e7d47,Preferred Equity,Food & Beverage,,,N/A,,,2022-12-31,,,,152,,142,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Misfits Market Inc.,co_ff79129e7d47,Common Equity,Food & Beverage,,,N/A,,,2022-12-31,,,,385,,358,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
everdrop GmbH,co_2b79d024dccc,Preferred Equity,Consumer & Retail,,,N/A,,,2022-08-01,,,,313,,310,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Frubana Inc.,co_d3f744e21a8b,Preferred Equity,Consumer & Retail,,,N/A,,,2022-07-13,,,,19,,500,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
GrubMarket Inc.,co_ac21c10f46e8,Common Equity,Consumer & Retail,,,N/A,,,2024-08-02,,,,7758,,7758,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Hydrow Inc.,co_c23aebf7778d,Common Equity,Consumer & Retail,,,N/A,,,2020-12-14,,,,10,,333,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Hydrow Inc.,co_c23aebf7778d,Common Equity,Consumer & Retail,,,N/A,,,2021-03-19,,,,6,,335,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Hydrow Inc.,co_c23aebf7778d,Common Equity,Consumer & Retail,,,N/A,,,,,,,16,,668,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
JOKR S.à r.l.,co_ae59ccab1375,Preferred Equity,Consumer & Retail,,,N/A,,,2021-12-07,,,,101,,187,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
JOKR S.à r.l.,co_ae59ccab1375,Preferred Equity,Consumer & Retail,,,N/A,,,2022-11-03,,,,28,,37,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
JOKR S.à r.l.,co_ae59ccab1375,Preferred Equity,Consumer & Retail,,,N/A,,,,,,,129,,224,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Pair Eyewear Inc.,co_48c6c4b4143c,Preferred Equity,Consumer & Retail,,,N/A,,,2023-06-27,,,,10,,10,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Savage X Inc.,co_96b4e4904a7b,Preferred Equity,Consumer & Retail,,,,,,2021-01-20,,,,319,,500,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Savage X Inc.,co_96b4e4904a7b,Preferred Equity,Consumer & Retail,,,,,,2021-11-30,,,,385,,500,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
FabFitFun Inc.,co_e53bd50f8128,Preferred Equity,Consumer & Retail,,,,,,2019-01-17,,,,466,,500,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Grove Collaborative Inc.,co_083e9e151dad,Common Equity,Consumer & Retail,,,,,,2018-06-05,,,,44,,500,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Merama Inc.,co_8cc1bf5d4c31,Preferred Equity,Consumer & Retail,,,,,,2021-04-19,,,,152,,33,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Merama Inc.,co_8cc1bf5d4c31,Preferred Equity,Consumer & Retail,,,,,,2021-04-19,,,,136,,83,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Merama Inc.,co_8cc1bf5d4c31,Preferred Equity,Consumer & Retail,,,,,,2021-09-01,,,,140,,167,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Nerdy Inc.,co_e8d67c621d15,Common Equity,Consumer & Retail,,,,,,2018-01-05,,,,99,,250,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Luminary Roli Ltd.,co_2181eca8839a,Other,Media & Entertainment,,,,,,2021-08-31,,,,0,,2525,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Mind Candy Inc.,co_6dc479a87b5a,Preferred Equity,Media & Entertainment,,,,,,2020-03-09,,,,0,,1000,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Prodigy Investments Ltd.,co_c075d7269f41,Preferred Equity,Financial Services,,,,,,2020-12-31,,,,19807,,21355,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Revolut Ltd.,co_dd6dc3d0ad7d,Other,Financial Services,,,,,,2017-08-03,,,,24417,,292,,,,,cost_suspicious_vs_size|dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Capsule Corp.,co_b80c51fd4fb2,Preferred Equity,Food & Beverage,,,,,,2019-07-25,,,,369,,716,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Overtime Sports Inc.,co_32d618ec626d,Preferred Equity,Media & Entertainment,,,,,,2022-08-02,,,,1000,,1000,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Curology Inc.,co_7c7eb0cf1888,Preferred Equity,Healthcare,,,,,,2019-11-26,,,,145,,196,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Curology Inc.,co_7c7eb0cf1888,Common Equity,Healthcare,,,,,,2020-01-14,,,,73,,404,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Kalderos Inc.,co_381e8dec7175,Preferred Equity,Healthcare,,,,,,2022-12-27,,,,292,,325,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Talkspace LLC,co_01a50d13bb96,Common Equity,Other,,,,,,2019-05-15,,,,453,,378,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Thirty Madison Inc.,co_71279fe4b294,Preferred Equity,Healthcare,,,,,,2019-05-31,,,,725,,1000,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
Hover Inc.,co_f9ebf14bcc74,Preferred Equity,Media & Entertainment,,,,,,2022-09-30,,,,259,,231,,,,,dspy_extracted,TPVG,2025-03-05,TPVG,2025-03-05
